CountryName,CountryCode,RegionName,RegionCode,CityName,CityCode,Date,C1_School closing,C1_Flag,C1_Notes,C2_Workplace closing,C2_Flag,C2_Notes,C3_Cancel public events,C3_Flag,C3_Notes,C4_Restrictions on gatherings,C4_Flag,C4_Notes,C5_Close public transport,C5_Flag,C5_Notes,C6_Stay at home requirements,C6_Flag,C6_Notes,C7_Restrictions on internal movement,C7_Flag,C7_Notes,C8_International travel controls,C8_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,StringencyIndex,StringencyIndexForDisplay
Brazil,BRA,Rondonia,BR_RO,State government,STATE_GOV,20200101,0,,http://www.rondonia.ro.gov.br/covid-19/,0,,http://www.rondonia.ro.gov.br/covid-19/,0,,http://www.rondonia.ro.gov.br/covid-19/,0,,http://www.rondonia.ro.gov.br/covid-19/,0,,,0,,,0,,,0,,0,,"No public information campaigns until very late. Although, the contingency plan for covid-19 in Rondonia was adopted on 6 March, Governor Colonel Marcos Rocha was advertising public rallies in favour of President Bolsonaro as late as 3 March:    https://web.archive.org/web/20200516230007/https://www.facebook.com/celmarcosrocha/photos/a.2164532200426474/2542122749334082/?type=3&theater= ",0,0
Brazil,BRA,Amapa,BR_AP,State government,STATE_GOV,20200101,0,,https://www.portal.ap.gov.br/coronavirus,0,,https://www.portal.ap.gov.br/coronavirus,0,,https://www.portal.ap.gov.br/coronavirus,0,,https://www.portal.ap.gov.br/coronavirus,0,,,0,,,0,,,0,"As this is not an attribution of the state level, there was no news about screening or quarantine imposed on the official website and because there were no hits on google with related keywords, it is safe to assume that no measures were undertaken in this regard.",0,,,0,0
Brazil,BRA,Rio Grande do Norte,BR_RN,State government,STATE_GOV,20200101,0,,http://www.diariooficial.rn.gov.br/,0,,http://www.diariooficial.rn.gov.br/,0,,http://www.diariooficial.rn.gov.br/,0,,http://www.diariooficial.rn.gov.br/,0,,,0,,,0,,,0,"as there was no news about screening or quarantine imposed on the municipality’s website and because were no hits on google with related keywords, it is safe to assume that the state did not undertake any measures in this regard.",0,,No mention to coronavirus in the official media channels or by the governor,0,0
Brazil,BRA,Mato Grosso,BR_MT,State government,STATE_GOV,20200101,0,,https://www.iomat.mt.gov.br/busca,0,,https://www.iomat.mt.gov.br/busca,0,,https://www.iomat.mt.gov.br/busca,0,,https://www.iomat.mt.gov.br/busca,0,,,0,,,0,,,0,"The Bolivia-Mato Grosso border was closed for citizens from Argentina, Bolivia, Colombia, Guiana, French Guiana, Paraguay and Peru. However, it was a federal policy determined by the Presidency, so it does not constitute a state ban.    The Cuiabá airport, in its turn, implemented a sanitary barrier, but only for domestic flights coming from São Paulo. I found no information regarding screening policies; currently, the airport is focusing on hygiene measures. There are no international travel controls, only a substantive reduction of the number of flights.    Source: https://matogrossomais.com.br/2020/03/19/portaria-do-governo-federal-determina-que-mato-grosso-feche-fronteira-com-bolivia/, https://www.rdnews.com.br/coronavirus/conteudos/125913, https://www.gazetadigital.com.br/editorias/cidades/34-voos-so-cancelados-no-aeroporto-marechal-rondon/611087",0,,,0,0
Brazil,BRA,Ceara,BR_CE,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Ceara,BR_CE,Fortaleza,BR_2304400,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Goias,BR_GO,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Goias,BR_GO,Goiania,BR_5208707,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Amazonas,BR_AM,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Amazonas,BR_AM,Manaus,BR_1302603,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Bahia,BR_BA,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Bahia,BR_BA,Salvador,BR_2927408,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Sao Paulo,BR_SP,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Sao Paulo,BR_SP,Sao Paulo,BR_3550308,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Rio Grande do Sul,BR_RS,Porto Alegre,BR_4314902,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Rio Grande do Sul,BR_RS,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Rio de Janeiro,BR_RJ,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Rio de Janeiro,BR_RJ,Rio de Janeiro,BR_3304557,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Pernambuco,BR_PE,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Pernambuco,BR_PE,Recife,BR_2611606,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Alagoas,BR_AL,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Parana,BR_PR,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Maranhao,BR_MA,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Mato Grosso do Sul,BR_MS,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Espirito Santo,BR_ES,State government,STATE_GOV,20200102,0,,,0,,,0,,https://conslegis.es.gov.br/,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Minas Gerais,BR_MG,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Santa Catarina,BR_SC,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Acre,BR_AC,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Para,BR_PA,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Paraiba,BR_PB,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Distrito Federal,BR_DF,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Piaui,BR_PI,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Tocantins,BR_TO,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Sergipe,BR_SE,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Roraima,BR_RR,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Rondonia,BR_RO,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Amapa,BR_AP,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Rio Grande do Norte,BR_RN,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Mato Grosso,BR_MT,State government,STATE_GOV,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Ceara,BR_CE,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Ceara,BR_CE,Fortaleza,BR_2304400,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Goias,BR_GO,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Goias,BR_GO,Goiania,BR_5208707,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Amazonas,BR_AM,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Amazonas,BR_AM,Manaus,BR_1302603,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Bahia,BR_BA,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Bahia,BR_BA,Salvador,BR_2927408,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Sao Paulo,BR_SP,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Sao Paulo,BR_SP,Sao Paulo,BR_3550308,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Rio Grande do Sul,BR_RS,Porto Alegre,BR_4314902,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Rio Grande do Sul,BR_RS,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Rio de Janeiro,BR_RJ,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Rio de Janeiro,BR_RJ,Rio de Janeiro,BR_3304557,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Pernambuco,BR_PE,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Pernambuco,BR_PE,Recife,BR_2611606,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Alagoas,BR_AL,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Parana,BR_PR,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Maranhao,BR_MA,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Mato Grosso do Sul,BR_MS,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Espirito Santo,BR_ES,State government,STATE_GOV,20200103,0,,,0,,,0,,https://conslegis.es.gov.br/,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Minas Gerais,BR_MG,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Santa Catarina,BR_SC,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Acre,BR_AC,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Para,BR_PA,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Paraiba,BR_PB,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Distrito Federal,BR_DF,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Piaui,BR_PI,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Tocantins,BR_TO,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Sergipe,BR_SE,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Roraima,BR_RR,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Rondonia,BR_RO,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Amapa,BR_AP,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Rio Grande do Norte,BR_RN,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Mato Grosso,BR_MT,State government,STATE_GOV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Ceara,BR_CE,State government,STATE_GOV,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
Brazil,BRA,Ceara,BR_CE,Fortaleza,BR_2304400,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,0
